"","V1","V2","V3","V4"
"1",1.10749728322303,0.991767091745663,0.774583964597258,0.589082303937398
"2",1.01712461338467,1.06840950644515,0.937075592979427,0.648751698133196
"3",0.808958158912843,0.969992706432479,0.91227558807869,0.721752286267347
"4",0.825355841821678,0.776472477775754,0.919256235157935,0.529257276401691
"5",0.84128884601751,0.978730088174996,0.817848874761852,0.708662663369472
"6",1.02232971304821,1.21995214131273,0.839327198498383,0.454688678822591
"7",0.929017669152191,0.84418835318841,0.743700153490336,0.799301446143641
"8",0.991989212182821,1.06249116680765,0.903146331216145,0.632650798855998
"9",0.946068661405976,0.929588885928124,0.854273839109651,0.620404467119286
"10",0.912832694869192,0.833649521894995,0.686580975136072,0.648186708447887
"11",1.08733874265559,0.753256789692974,0.8408306948448,0.742430271634955
"12",0.982846172264662,0.943092414812545,0.847154406176595,0.656168035418237
"13",0.823621767006023,0.796676330653566,1.15967155128848,0.651395877281751
"14",1.39626494283173,1.08660545169912,0.505480653654675,0.641542354873417
"15",0.962947787408908,0.92378007800166,0.747402600532129,0.762251370692311
"16",0.609282919875262,0.602462341593811,0.87074273619808,0.786733857966006
"17",0.860526342246589,0.663371179146523,0.639822666899167,0.65378249173993
"18",0.879668084247058,1.02631080632614,1.04864895752031,0.707599457685817
"19",1.07946463425662,1.04668261562655,1.20481556100092,0.692140043969519
"20",0.937543326961805,1.04210441935351,0.88992556098243,0.665535905861234
"21",0.818314201822165,0.750102513963431,0.645868853239306,0.517424197801863
"22",1.05669334478355,0.733085138537709,1.12459067604804,0.62443279563923
"23",0.834825956529718,0.87752477179741,1.03949158604045,0.605298506300267
"24",0.81767053341781,0.719777655423935,0.983328500865418,0.709517575526755
"25",0.836795876007841,0.848621349081022,0.770242621836663,0.841197685477147
"26",1.19086480751939,0.989916187759692,0.719259020987115,0.641320936457697
"27",0.889040750858469,0.782291384035352,0.808699007634322,0.724251515511772
"28",0.891279690004781,0.849253042416202,0.531223120343803,0.522445830112537
"29",0.724033283855637,0.965224994913947,0.796834099281416,0.786382190951381
"30",0.852092354681292,0.714530671418273,1.03816614555472,0.628665822069042
"31",1.39177695223221,1.24013248246454,1.20241513705988,0.473450497360065
"32",0.744741746990048,0.860883475644556,1.0089920116561,0.5420755755735
"33",0.947721744523574,0.826254033490285,0.748377026756991,0.677155789060477
"34",1.1860683807655,1.17321497819038,0.807564228312896,0.519862403084683
"35",0.746869303921765,0.832653263836033,0.816023645545291,0.51868529751994
"36",0.959350853095974,1.07169495549136,0.977046406506088,0.543728201148785
"37",1.09659585803624,0.863668739029708,0.718808827719745,0.744206290735801
"38",0.901541341861745,1.10674801941624,0.799006408259003,0.560505435512753
"39",1.11204449647614,0.965321288529956,0.72451973628205,0.547048943690948
"40",0.878466548908769,1.06409598452473,0.837943010190644,0.607276925723299
"41",1.39864380111878,0.88312465670367,0.647541174210451,0.803572362919457
"42",0.889688693469291,0.749815450618755,1.26726857903078,0.521188121042497
"43",0.811534693008842,0.857931225119782,0.995601394550086,0.520736631837098
"44",0.875664840740744,0.880270288016248,0.865428611865564,0.657897536434624
"45",0.81966872425233,0.865382215304859,0.92350281370377,0.564077786631845
"46",1.14253699731863,1.20385010333705,0.905408417495656,0.711586365178323
"47",0.891144353136411,0.840674707551197,1.02027316736741,0.687950603334516
"48",1.15475883912535,0.663319766940007,0.846056204444983,0.579454306951387
"49",0.998976115931786,1.07040725043088,0.776458617138126,0.737729816972007
"50",0.959578163967628,1.04283178222954,0.736202709791166,0.501208813081438
"51",0.932147216999524,0.729757613662593,0.657312251806489,0.812230629797897
"52",0.980920781117692,0.84189766063987,0.675800249924782,0.637706699751302
"53",1.00903910337651,0.8132038258072,1.10477089105897,0.696509957939392
"54",1.235067822233,1.18404814317829,0.802632347877889,0.516609864114324
"55",0.689181450687262,1.10072212927743,0.768551358639498,0.508679301314072
"56",0.933573270524473,0.966713203496679,0.800214172438157,0.793099107244279
"57",1.36648417299497,1.14361236345844,1.03272328862025,0.650584208948821
"58",0.859183057217915,0.887378336079215,0.790287655997905,0.674970084563333
"59",0.815241302370266,1.06230737025267,1.05018389500514,0.914660862045771
"60",1.02556214270919,1.13494513837798,0.782043500778755,0.770058324123386
"61",0.878992004651876,0.86007734668514,0.741377801830069,0.573799259304253
"62",1.18207441527668,0.655023235240795,0.923073892860022,0.754964705701836
"63",0.891523627636423,1.00342783357553,1.10929955686315,0.594679599795789
"64",0.90783575526746,0.869904878907105,0.707420596495755,0.640631743828829
"65",0.93402721116722,1.04258461554062,0.708954644303407,0.592680829489694
"66",1.1228418371815,0.91550315307302,0.789198436935545,0.656749301603353
