"","V1","V2","V3","V4","V5","V6"
"1",1.17484398821046,2.05406916319412,1.47971846433589,1.60186549757451,NA,NA
"2",1.09441731603073,1.74108646039665,1.6888092691413,1.9135213980163,NA,NA
"3",1.02881738893767,1.57672378294788,1.95044531206418,2.15028736286274,NA,NA
"4",1.04419347705947,1.55297232382246,1.68082201797554,1.85040631585786,NA,NA
"5",1.04133100974582,2.05580888706632,1.83556252656952,1.58679785634262,NA,NA
"6",1.49851911417389,1.70668282078577,1.90281544802575,1.73985765819958,NA,NA
"7",1.15056143240744,1.29241352145878,1.86111893537083,1.82969039288078,NA,NA
"8",0.912544062281739,1.78905214388461,2.05252334900448,2.41333319160949,NA,NA
"9",1.35779639347907,1.33694946585057,1.85319819848284,1.8201352024157,NA,NA
"10",1.50186643796077,1.80567384673895,1.9277915509252,1.70258738000903,NA,NA
"11",1.09604601921168,2.64250370864257,1.76773122342194,1.57527815539666,NA,NA
"12",1.19442921297889,1.34267650012069,1.37242674215531,1.84045922193587,NA,NA
"13",1.07309177725826,1.44900317411515,1.29843221258507,1.63794715523692,NA,NA
"14",1.09606848522629,1.62046382662199,1.1311402654762,1.9056214130391,NA,NA
"15",1.12107762217913,1.45711912861516,2.20427824171656,1.54148779906262,NA,NA
"16",0.995913501890845,1.97921728147594,1.77321046759886,1.34646696701038,NA,NA
"17",1.066472721614,1.83161586895753,1.64001336721024,1.52734220312991,NA,NA
"18",1.41613146181459,1.3402045397191,1.38157731158443,1.84243337051769,NA,NA
"19",1.71901395507572,1.55709307853182,1.7510088602371,2.24929034719835,NA,NA
"20",1.01817287954506,1.36650047555562,1.45649832425548,1.94141944277036,NA,NA
"21",1.32527886992424,1.50489004017975,1.77451973833951,1.59411014113318,NA,NA
"22",1.239940152538,1.6368149902093,1.94176360999451,1.69652626975598,NA,NA
"23",1.22841446383598,1.45885403248976,1.8209016719129,2.29546986939303,NA,NA
"24",1.05443188134178,1.34557164142013,2.16285809907259,1.4201431451029,NA,NA
"25",1.76611376137122,1.75662884994854,1.87961403325218,1.71050936649607,NA,NA
"26",0.939742184168859,1.20643701047065,1.83968360704082,1.85200587335248,NA,NA
"27",0.970595209886465,1.52888284707231,1.69664676355282,1.72228743128464,NA,NA
"28",1.42722857929229,1.44067353683912,1.44958129901725,1.6929866038381,NA,NA
"29",0.844353304519583,1.83604573716657,1.42243414769908,1.75955211556339,NA,NA
"30",1.47411862911933,1.78347357393234,1.86857252916113,1.97912767208364,NA,NA
"31",1.27223318589951,1.63302193677544,1.90349192690078,1.68202149575186,NA,NA
"32",1.29006193491949,2.29570718235926,1.8499109738851,1.78656459967183,NA,NA
"33",1.32665166421984,1.34133852094444,1.45669331484007,NA,NA,NA
"34",1.1024218225207,2.03762865893747,1.47831548920257,NA,NA,NA
"35",1.56021161040109,1.9604631792929,1.78915802986483,NA,NA,NA
"36",1.11208943416286,1.76602418300857,1.760566497142,NA,NA,NA
"37",1.09198096231352,1.96439414405867,1.94262341592461,NA,NA,NA
"38",1.69868699105994,1.41973470117908,1.54404461948967,NA,NA,NA
"39",2.2775576048349,2.01285166234059,1.88034175339757,NA,NA,NA
"40",1.34307489650734,1.88689758240985,1.85489121827557,NA,NA,NA
"41",1.48875735019915,1.9508903345868,1.66156442074277,NA,NA,NA
"42",1.34139651969766,2.53510766500219,1.81105082335865,NA,NA,NA
"43",0.909553568032804,2.11122706158336,1.69845513819608,NA,NA,NA
"44",1.18102905262914,1.30108196023317,1.93486993887038,NA,NA,NA
"45",1.24622161300386,1.66326080466798,1.37958611976022,NA,NA,NA
"46",0.975743549746186,1.61501132121622,1.67635273972734,NA,NA,NA
"47",1.08167135472945,1.37238603621131,2.12214133082863,NA,NA,NA
"48",1.3792363661998,1.68515458431093,1.92145044814272,NA,NA,NA
"49",0.916436235541354,2.00264209481204,1.35378394018485,NA,NA,NA
"50",1.70307287746017,1.48255163416628,1.61208003646804,NA,NA,NA
"51",1.51514891566239,1.14081727717754,1.35637409036218,NA,NA,NA
"52",1.12733981550811,1.63327142157645,1.84728358862927,NA,NA,NA
"53",0.779125924787127,1.84062812299658,1.57617094117161,NA,NA,NA
"54",1.04082038753266,1.34283253265707,1.82672457656287,NA,NA,NA
"55",1.17422257032716,1.49414668222769,1.51755084435282,NA,NA,NA
"56",1.45181396155235,1.86834650092942,1.30499919122862,NA,NA,NA
"57",1.2204690035172,1.84990158645051,1.67060190018915,NA,NA,NA
"58",1.09853167452877,1.86538171750908,1.99578423927883,NA,NA,NA
"59",1.13544371207657,1.32044954628395,1.96471977743023,NA,NA,NA
"60",1.38016348056009,1.45506235655168,2.09726582786179,NA,NA,NA
"61",1.00928654445617,1.61281456632393,1.44107663643703,NA,NA,NA
"62",0.963364588489179,2.06514482404721,1.75267050091239,NA,NA,NA
"63",1.01335766612625,1.93486385792797,1.62521336058187,NA,NA,NA
"64",1.0037630516723,1.22938770002869,1.52124665971078,NA,NA,NA
"65",1.35225369118306,1.46874280829807,1.63174934562301,NA,NA,NA
"66",1.10849290417771,1.99891028236385,1.30477284115331,NA,NA,NA
"67",1.36800713047362,1.91454099755375,1.53284458607539,NA,NA,NA
"68",1.58619990482528,1.75494584302063,1.95375135335878,NA,NA,NA
"69",1.1269461321029,1.76740076172487,1.41579275089404,NA,NA,NA
"70",0.916623606680878,1.66832204525184,1.99214294760378,NA,NA,NA
"71",1.07679716590312,1.65652719999526,2.04339253632841,NA,NA,NA
"72",1.35683557099978,1.39576953482775,1.66859128500925,NA,NA,NA
"73",1.10614830037438,1.6268863923506,2.04854324210839,NA,NA,NA
"74",1.32658901715734,1.93119557829237,1.61814297389771,NA,NA,NA
"75",1.26175909663062,1.90234263042456,1.47426629254383,NA,NA,NA
"76",1.52360946429414,2.67400900961513,1.92706451890097,NA,NA,NA
"77",1.09107826620464,1.37078015237347,1.31697270877267,NA,NA,NA
"78",0.956634094927403,1.51523685234651,1.04551654629923,NA,NA,NA
"79",1.46304623323302,1.71325736857436,1.66502741357465,NA,NA,NA
"80",0.794336005795713,1.95703053099658,2.03185684516618,NA,NA,NA
"81",1.35485476392145,1.22623337923906,1.67389418931471,NA,NA,NA
"82",0.948367670833708,1.9566098682758,1.89481790505534,NA,NA,NA
"83",0.863592832492612,1.89667455953863,1.7613415610921,NA,NA,NA
"84",0.988742492663206,1.36737544793966,1.41616070411057,NA,NA,NA
"85",1.00157432870418,1.66391447912468,1.84722109351532,NA,NA,NA
"86",1.62258151607411,1.43147853769271,1.74094868699562,NA,NA,NA
"87",1.10959862622013,1.63959255674065,1.67689279687916,NA,NA,NA
"88",1.54148208784472,1.35523347540861,1.54392626597945,NA,NA,NA
"89",0.969999015887351,1.75162997969123,2.11136886719094,NA,NA,NA
"90",1.27680415078612,1.7876769379114,1.29535763599834,NA,NA,NA
"91",1.09078585973869,1.52509399700307,2.1910235350337,NA,NA,NA
"92",1.01597911194105,1.71482887830909,1.68003230558733,NA,NA,NA
"93",1.54808181929762,2.14995112089501,1.96230701138821,NA,NA,NA
"94",0.959991219746688,1.45021391168206,1.77705680837635,NA,NA,NA
"95",1.31799147126151,1.1700105867892,2.01436170141728,NA,NA,NA
"96",1.31195605874395,1.06887708707247,1.39386148566135,NA,NA,NA
"97",1.61687904332356,1.2488447475226,1.4640323014589,NA,NA,NA
"98",1.25960028066649,1.70344739545905,2.15657720008259,NA,NA,NA
"99",1.31352192288915,1.15484131432654,1.70958964744462,NA,NA,NA
"100",0.869640386400105,1.64780229729284,2.28416451527751,NA,NA,NA
"101",1.22048983419161,1.96305651169033,1.73288568695373,NA,NA,NA
"102",1.17529296572229,2.03011918570915,1.65458999369791,NA,NA,NA
"103",0.953954420909615,1.6481686719642,1.7313088351368,NA,NA,NA
"104",1.01197426038343,1.2281877510551,1.71569200163814,NA,NA,NA
"105",1.15355113842058,1.56041476644557,1.91771219994425,NA,NA,NA
"106",1.13298977996702,1.67764983463337,1.57862840095971,NA,NA,NA
"107",1.47701740550625,1.43029713505271,1.56429078140339,NA,NA,NA
"108",1.0540364622369,1.93136415927987,1.76532308880827,NA,NA,NA
"109",1.48057242056796,1.98626829899624,2.24138757836179,NA,NA,NA
"110",1.40771500289378,1.94967143003603,1.73254332089377,NA,NA,NA
"111",1.83104311451952,1.70513171805152,1.95189620604289,NA,NA,NA
"112",1.01345919349681,1.71567999933055,1.86573815952985,NA,NA,NA
"113",1.20503802024435,2.98380389229294,1.35575761038059,NA,NA,NA
"114",1.29517721361292,1.81955739976863,1.97824390252238,NA,NA,NA
"115",1.40524682742737,1.43444911824197,1.56276124713441,NA,NA,NA
"116",1.14124660687363,1.70120721447669,2.08060444696419,NA,NA,NA
"117",0.772252458709144,1.52744221533705,1.45038878715079,NA,NA,NA
"118",1.17383197041188,1.98903411676057,1.68242135230095,NA,NA,NA
"119",1.2718055995181,2.41512313833771,1.55990991514016,NA,NA,NA
"120",1.27352490602522,1.92240384524825,1.5891307945351,NA,NA,NA
"121",0.875683540694793,1.49021423003233,1.63652897050518,NA,NA,NA
"122",1.00729763555531,1.80877866590277,1.6110903050172,NA,NA,NA
"123",0.892169707141593,1.40653634337488,1.32423024452687,NA,NA,NA
"124",1.2919295333711,1.84857938972053,1.87251829876055,NA,NA,NA
"125",1.11912351803873,1.87782482524241,1.48059292554956,NA,NA,NA
"126",1.57188931735951,1.50344478404724,1.38222846470327,NA,NA,NA
"127",1.14459109780692,1.70226203177457,1.84293331212355,NA,NA,NA
"128",1.17239413038084,1.91390947462057,1.38882415311566,NA,NA,NA
"129",1.29723207262991,1.18088755130444,1.76420742028986,NA,NA,NA
"130",1.33961372933073,1.43227401433239,1.89301575841794,NA,NA,NA
"131",1.18903923124981,2.17654578882694,1.66010384642999,NA,NA,NA
"132",0.897278564945734,2.10289035294663,1.34869059390831,NA,NA,NA
"133",1.24618998613497,1.57679168516674,1.92390450984292,NA,NA,NA
"134",1.4002737871146,1.07496961240643,1.55339521782925,NA,NA,NA
