"","5","10","50","100","150"
"1",1.17484398821046,2.05406916319412,1.47971846433589,1.60186549757451,1.10048628965076
"2",1.09441731603073,1.74108646039665,1.6888092691413,1.9135213980163,1.73272016162197
"3",1.02881738893767,1.57672378294788,1.95044531206418,2.15028736286274,1.22729224874065
"4",1.04419347705947,1.55297232382246,1.68082201797554,1.85040631585786,1.35382028768803
"5",1.04133100974582,2.05580888706632,1.83556252656952,1.58679785634262,1.65454223234615
"6",1.49851911417389,1.70668282078577,1.90281544802575,1.73985765819958,0.686930771820995
"7",1.15056143240744,1.29241352145878,1.86111893537083,1.82969039288078,1.39952014005778
"8",0.912544062281739,1.78905214388461,2.05252334900448,2.41333319160949,1.31141904087833
"9",1.35779639347907,1.33694946585057,1.85319819848284,1.8201352024157,1.4347224900954
"10",1.50186643796077,1.80567384673895,1.9277915509252,1.70258738000903,1.19209688757591
"11",1.09604601921168,2.64250370864257,1.76773122342194,1.57527815539666,0.856635929351682
"12",1.19442921297889,1.34267650012069,1.37242674215531,1.84045922193587,1.00782374503105
"13",1.07309177725826,1.44900317411515,1.29843221258507,1.63794715523692,1.75698136669053
"14",1.09606848522629,1.62046382662199,1.1311402654762,1.9056214130391,2.39191991004654
"15",1.12107762217913,1.45711912861516,2.20427824171656,1.54148779906262,1.23989651100086
"16",0.995913501890845,1.97921728147594,1.77321046759886,1.34646696701038,1.66560574932634
"17",1.066472721614,1.83161586895753,1.64001336721024,1.52734220312991,1.30472824789389
"18",1.41613146181459,1.3402045397191,1.38157731158443,1.84243337051769,2.17812071243645
"19",1.71901395507572,1.55709307853182,1.7510088602371,2.24929034719835,1.72720050596346
"20",1.01817287954506,1.36650047555562,1.45649832425548,1.94141944277036,1.24636301884073
"21",1.32527886992424,1.50489004017975,1.77451973833951,1.59411014113318,1.38605434006342
"22",1.239940152538,1.6368149902093,1.94176360999451,1.69652626975598,1.84906433352067
"23",1.22841446383598,1.45885403248976,1.8209016719129,2.29546986939303,1.15099269781667
"24",1.05443188134178,1.34557164142013,2.16285809907259,1.4201431451029,1.7780063864106
"25",1.76611376137122,1.75662884994854,1.87961403325218,1.71050936649607,1.31660079167275
"26",0.939742184168859,1.20643701047065,1.83968360704082,1.85200587335248,1.88920604728748
"27",0.970595209886465,1.52888284707231,1.69664676355282,1.72228743128464,0.842588529558697
"28",1.42722857929229,1.44067353683912,1.44958129901725,1.6929866038381,1.10671542951834
"29",0.844353304519583,1.83604573716657,1.42243414769908,1.75955211556339,1.05298323068525
"30",1.47411862911933,1.78347357393234,1.86857252916113,1.97912767208364,1.26465838427977
"31",1.27223318589951,1.63302193677544,1.90349192690078,1.68202149575186,1.87660252860884
"32",1.29006193491949,2.29570718235926,1.8499109738851,1.78656459967183,1.62000482627428
"33",1.32665166421984,1.34133852094444,1.45669331484007,2.22443568404845,1.14116102155955
"34",1.1024218225207,2.03762865893747,1.47831548920257,1.91054841173948,1.52764644367299
"35",1.56021161040109,1.9604631792929,1.78915802986483,1.43590890387306,1.19103713926666
"36",1.11208943416286,1.76602418300857,1.760566497142,1.66743976812353,1.80054168071692
"37",1.09198096231352,1.96439414405867,1.94262341592461,2.21279412349438,1.1147690084836
"38",1.69868699105994,1.41973470117908,1.54404461948967,2.02247412338883,1.67464112273429
"39",2.2775576048349,2.01285166234059,1.88034175339757,1.6623888949746,1.16413552726743
