"","5","10","50","100","150"
"1",1.12686305009383,1.89995428590561,1.87356324775528,1.85629767950738,1.66130692935094
"2",1.33724139437539,1.5690635045374,1.7466941542133,1.90439091884623,1.76539763912177
"3",1.01844692917597,1.47278706266219,2.13403320867753,2.2831107875972,1.49055786269827
"4",1.10640422421584,1.53768750628889,1.67713785122376,2.16737730667367,1.71742055325176
"5",0.990398166825585,2.04260622392461,1.79379603682689,2.17225640249975,1.90051999488436
"6",1.59383128683102,1.72329623685324,1.78096111555629,1.76886938503294,1.54404097313702
"7",1.1588174886649,1.52736542195418,1.61039977436434,2.13702748441152,1.80068873246043
"8",0.937498428934568,1.77263983971346,2.08597152557915,2.49504940892326,1.86267989687609
"9",1.26988583430244,1.34807582420684,1.74394398500136,1.8545094640678,1.98255648499057
"10",1.63897322215426,2.02832317993835,1.63508124484502,1.81057753308331,1.78519598640732
"11",1.17704693493289,2.52680830989104,1.62513516077583,1.84907988686948,1.48664639925523
"12",1.13744157271072,1.29274076544636,1.58852510648586,1.7703657767903,1.41434939142133
"13",1.09008650772709,1.78689396941691,1.54531294038521,1.63896280524485,2.23580200551893
"14",1.18804027959051,1.91703772642464,2.02486374693285,2.30537906143267,2.14822514734508
"15",1.12287214058719,1.5034771171287,1.80894369967651,1.65136816254403,1.6369385695295
"16",0.978520462514845,1.82186662988495,1.97099008795618,1.44204637523645,1.65491689095815
"17",1.17289976140627,1.65203237723304,1.71484174111906,1.78966847773417,1.72569696177749
"18",1.26242772989136,1.63775258922629,1.51225791391299,1.89032872488184,2.26973600061584
"19",1.72241132271428,1.51719269022741,1.7522034959492,2.18331007282832,1.8747991269301
"20",1.10772445558173,1.45203759595328,1.79951416738444,1.78172063820768,2.29863799030705
"21",1.23439292014841,1.62899164562637,1.40338369566483,1.72131832766499,1.52647655852004
"22",1.2385433416497,1.82029426110128,1.7177857933685,2.16330614757717,1.76050011462351
"23",1.27803735738145,1.44885913475729,1.77565380184913,2.21962608457618,1.70617448916913
"24",1.19632390105181,1.64984299630889,2.41686256824591,1.97969579458444,1.94983652249329
"25",1.70685286477434,1.89865629944108,1.7936162702503,1.91933001928689,1.76327230170124
"26",0.956850975487353,1.22553288835773,2.02377654688957,1.8023667646997,1.83893295145655
"27",0.934246605796813,1.96831726994041,1.94169063850235,1.90319923168055,1.70073679908935
"28",1.31878184543806,1.35042960801014,1.80746767146733,1.74340258017793,1.75998837379789
"29",0.869916133143833,1.73100409255345,1.98466738805123,1.8033541377618,1.63495269992052
"30",1.31305263084037,1.52104098196512,1.65958935332846,2.65403932463618,1.61519997807082
"31",1.21355969023764,1.71728935207438,2.01512380024647,2.00046492847706,1.84054425322159
"32",1.29905666131881,2.28547926735419,1.79009841092509,1.84490430843377,1.96526602593499
"33",1.21930690785553,1.65788340581142,1.64403009869642,1.96853560892139,1.39273077362729
"34",1.18545799012965,2.02492390013994,1.83960069370301,1.70423733365705,1.49419899781609
"35",1.42323721523841,1.80484636661995,1.74976706174146,1.88252109428782,1.54904879708048
"36",1.17611653515569,1.74279578657499,2.13053723891284,1.61872234457116,1.8825785310216
"37",1.00244753547519,1.78398778288299,1.89161659578571,2.22191884369107,2.05665431932409
"38",1.62531091859558,1.42073234506388,1.88639404719556,2.22043142928672,1.74938538543927
"39",2.18641896964586,1.97611302657052,1.88967129422229,2.1684036549648,1.55450299295411
"40",1.36795502757307,1.80133213557044,1.98333880586404,1.87967281328766,1.56220532789839
"41",1.50817238472221,1.84919812248396,1.79999243116416,1.70680453886337,1.69849791591539
"42",1.13471453101775,2.50252580410552,1.68531669548576,2.61694969745534,1.62264505155601
"43",0.973182961229835,1.40232717688277,1.76949857753657,1.69089701358326,1.7632427812687
