"","V1","V2","V3","V4","V5"
"1",0.648670602227472,1.51614660638716,1.76458645355413,1.69427112854627,1.66814806969826
"2",0.865072923234291,1.58098308517587,1.19758252121983,1.66024323437573,1.85731602600698
"3",0.724818933256644,1.40429059842968,1.86532936093095,1.59060331554234,1.8447387514673
"4",0.683324642799557,1.35064330395364,1.59855617549177,1.57929344341711,1.727839630078
"5",0.981969987644772,1.39546229241817,1.74836976318381,1.43401522982029,1.65210736311467
"6",1.08652434882109,1.11611583423697,1.72151232930938,1.6977407126129,1.81254598616189
"7",0.830603747855891,1.33770395422845,1.85893847382151,1.56916084056552,1.52310541486313
"8",1.13160239117008,1.0299775015056,1.28470040852514,1.73415507748094,2.03697532437081
"9",0.613450466626671,1.16759376487443,1.23166058461342,1.98757525261619,1.79379518526806
"10",0.959089969319836,1.36352548774137,1.80245897950979,1.37789983067884,1.89785602407236
"11",0.78504042127747,1.58495335735206,1.30042298369287,1.51419016582969,1.99590587145074
"12",0.707639884251016,1.01483407266128,1.21459511861043,1.95553536237833,1.65923521303305
"13",0.795806949825018,1.60819322119426,1.35991381701559,1.41673657264315,2.01833117141304
"14",1.08160987470559,1.05229405913064,1.34977841419872,1.74793084817293,1.81232090358341
"15",1.26359014089894,1.79420086048869,1.62365460178154,1.63882295055523,1.6964995023005
"16",0.901624330170057,1.11964045456851,1.76252230675283,1.51661649228119,2.07350877927325
"17",0.820168415083633,0.954318511177473,1.27505089512328,1.65004429048306,1.41636614413297
"18",0.758313293600626,1.46060522811316,1.48410411327425,1.62353261796412,1.89555015328597
"19",0.785930446708293,1.63103530800714,1.67204715484426,1.78865536354446,1.38239113237161
"20",0.948334649395762,1.20564890948243,1.53672630542114,1.79360415887903,1.56336569287043
"21",0.954967594833571,1.2012574731215,1.09167399284789,1.61283074619409,1.37241679729234
"22",0.837515647943,1.10856351742525,1.60199478881356,1.64126664861287,1.50765448479907
"23",1.01495139354533,1.12088686579712,1.44997207194169,2.03754402398808,1.55352780356879
"24",0.677248257241946,1.20009707761912,1.88165167510689,1.78111016630254,1.7075918940351
"25",1.02172277676471,1.22901999039327,1.48035825658043,1.82398602520694,1.68520221609688
"26",0.725256059786698,1.27959928699582,1.94857062343731,1.79946739658696,1.75462012826183
"27",1.08034939643687,1.28010106357774,1.45021222874739,1.6900690041361,1.72089192450145
"28",0.75599381211769,1.21923039678431,1.60385869718271,1.82081274331829,1.69976452572823
"29",0.930547984729195,1.0285443141765,1.881433547319,1.80255098653281,2.04833845826569
"30",0.702394193727709,1.01805747801488,1.61670621826328,2.14086194902051,1.42641422737864
"31",0.895185951262092,1.18442392855514,1.58907870966806,1.58303324583205,1.60270960601262
"32",1.09664977090623,1.1100028299542,1.34122054455747,1.51125749503963,1.65414319023501
"33",0.801547143352419,1.4902413506643,1.64271214936997,1.77835219594687,1.64861842915761
"34",0.990539515502366,0.931226368254458,2.14607388266102,1.30886696509522,1.43148568784636
"35",0.774717714023334,1.18148034979322,1.60653995079615,1.34428681350948,1.55173664085422
"36",1.04462572875337,1.21843836046479,1.32652308292164,1.67863452565429,1.78887296724715
"37",0.886501056090717,0.97743440858923,1.96106046791897,1.67828720613861,1.92629313689208
"38",1.14321713657806,1.06902638942161,1.61010716989524,1.21342520104124,1.59430535239377
"39",0.87530457299,1.21761777943307,1.40003222263136,1.88541875735565,1.82522229847849
"40",1.03620854012447,1.07670966298121,1.58654316153927,1.22237013547875,2.03925189897702
"41",0.926117289077239,0.999216612036926,1.57100544874744,1.53791502653561,1.55833549010169
"42",1.02313246565416,1.4170634926743,1.58389778672894,1.46392398492888,1.47562179144982
"43",1.20245731127306,1.04273585070581,1.65838094341478,1.48615322947554,1.82951658267019
"44",0.974608832044028,1.12862903010252,1.90238027627165,1.7691198870915,1.9079466325179
"45",0.928484562360688,1.44362585582839,1.2529115272881,1.73196428438039,1.58585988062448
"46",0.754306245762996,1.96320333233362,1.61104491899357,1.53034255649219,1.61091586146228
"47",1.1171290510301,1.45442804033883,1.56807117207001,1.57696482975277,1.97614683750373
"48",0.873100580569529,1.30732774230784,1.62273556615093,1.8240500458008,1.81176956282953
"49",0.868767952189905,1.62010232996775,1.5438370211448,1.33422502160036,1.82152291117586
"50",0.604975084175177,1.65779313419005,1.42267128761481,1.93194333397008,1.68488806975263
"51",0.842163800238974,1.02467457142815,1.4454765263561,1.47833165435991,1.98655246839074
"52",0.994767702665187,1.76864477265744,2.00324489006442,1.97606620718088,1.8767309315199
